Sender,Message,Date,Time
~ Tom,Kel 8-18 done,2020-09-13,00:27:14
~ Villas Bakery,kel 13-16 done,2020-09-13,00:57:51
~ Villas Bakery,Kel 17-22 done,2020-09-13,08:09:19
~ Jeffry,Kel 19-20 done,2020-09-13,19:51:17
~ scarlet,kel 21-22 done,2020-09-13,20:01:52
Sim Ay Tjan,Kel.21-22 done,2020-09-13,20:47:45
~ Gracia,Kel 12-13 done,2020-09-13,20:58:59
~ Agnes,Kel 21 - 22 done,2020-09-13,20:59:02
~ Andrie HG,Keluaran 21 - 22 selesai,2020-09-13,21:59:47
~ Dewi Pratiwi,Kel 21-22 done,2020-09-13,22:17:48
Ibu Kartika,_Kel 21-22_ ✓,2020-09-13,22:23:33
~ Yoshua,Kel 17-20 done,2020-09-13,22:33:46
Ruri Handoko,Kel 19-20 ✅,2020-09-13,22:56:56
~ Noah,Kel 19-20 done,2020-09-13,23:05:20
~ no vi3ika,Kel 21-22 done,2020-09-13,23:09:31
~ Bento,Keluaran 21-22 done,2020-09-13,23:50:58
